point_id,lat,lon,crop,period_start,period_end,label,month,biweek,mean_C,std_C,precip_total_mm,precip_rainy_days,pet_mm,spei_1m,spei_3m,spei_6m,spei_12m,AWC_mm,Storage_mm,P_acum_mm,WRSI_1m,deficit_1m,future_deficit_1m,future_deficit_3m,future_deficit_6m,future_deficit_1m_mm,future_deficit_3m_mm,future_deficit_6m_mm,past_deficit_3m,past_deficit_6m,suggestion
p121,4.40001131,-74.79836045,cacao_ccn51,2016-12-16,2016-12-31,2016-12_Q2,12,2,24.89,0.63,24.91,1.0,54.76,1.718,1.722,1.37,-0.159,134.13,111.4,113.87,1.0,0.0,0.0,18.5226,9.6139,0.0,75.56,75.56,9.6533,35.312,MEDIUM
p121,4.40001131,-74.79836045,cacao_ccn51,2017-01-01,2017-01-15,2017-01_Q1,1,1,25.3,0.62,46.43,4.0,58.92,-0.099,1.045,1.032,0.095,134.13,80.31,74.62,1.0,0.0,27.2188,18.521,9.7444,37.05,75.56,75.56,0.0,29.6134,MEDIUM
p121,4.40001131,-74.79836045,cacao_ccn51,2017-01-16,2017-01-31,2017-01_Q2,1,2,25.23,0.8,0.0,0.0,58.92,0.225,1.235,0.946,0.175,134.13,33.42,52.61,1.0,0.0,53.5958,18.5429,11.752,75.56,75.56,89.79,0.0,24.8066,NOT_SUITABLE
p121,4.40001131,-74.79836045,cacao_ccn51,2017-02-01,2017-02-15,2017-02_Q1,2,1,26.53,0.86,14.11,2.0,63.21,-0.635,0.805,0.836,0.008,134.13,0.0,18.75,0.7278,27.22,27.8388,9.622,13.2573,38.51,38.51,100.44,0.0,19.3897,MEDIUM
p121,4.40001131,-74.79836045,cacao_ccn51,2017-02-16,2017-02-28,2017-02_Q2,2,2,26.67,0.73,4.9,1.0,63.21,-0.999,0.077,0.709,-0.085,134.13,0.0,32.0,0.464,53.6,0.0,0.0,10.9435,0.0,0.0,82.17,9.603,16.7928,LOW
p121,4.40001131,-74.79836045,cacao_ccn51,2017-03-01,2017-03-15,2017-03_Q1,3,1,25.15,1.41,49.0,6.0,60.18,0.247,-0.117,0.821,0.204,134.13,42.33,142.15,0.7216,27.84,0.0,0.0,11.7007,0.0,0.0,87.8,19.1869,17.0158,LOW
p121,4.40001131,-74.79836045,cacao_ccn51,2017-03-16,2017-03-31,2017-03_Q2,3,2,25.45,0.78,75.53,8.0,60.18,1.553,0.369,1.152,0.412,134.13,89.14,225.49,1.0,0.0,0.0,0.0,17.4493,0.0,0.0,130.65,18.931,14.4367,MEDIUM
p121,4.40001131,-74.79836045,cacao_ccn51,2017-04-01,2017-04-15,2017-04_Q1,4,1,25.29,1.12,22.33,7.0,56.91,0.624,0.184,0.56,0.284,134.13,72.84,164.03,1.0,0.0,0.0,0.0,19.5326,0.0,0.0,146.45,18.5226,9.685,MEDIUM
p121,4.40001131,-74.79836045,cacao_ccn51,2017-04-16,2017-04-30,2017-04_Q2,4,2,24.78,0.89,96.07,11.0,56.91,-0.825,0.017,0.336,0.284,134.13,73.45,114.46,1.0,0.0,0.0,3.992,19.5158,0.0,14.24,146.45,18.521,9.6543,MEDIUM
p121,4.40001131,-74.79836045,cacao_ccn51,2017-05-01,2017-05-15,2017-05_Q1,5,1,24.22,0.72,135.21,15.0,55.13,0.635,0.973,1.04,0.671,134.13,134.13,195.25,1.0,0.0,0.0,17.3287,19.4888,0.0,61.92,146.45,18.5429,9.6215,MEDIUM
p121,4.40001131,-74.79836045,cacao_ccn51,2017-05-16,2017-05-31,2017-05_Q2,5,2,24.72,0.52,63.62,11.0,55.13,0.275,0.736,0.345,0.409,134.13,99.1,157.77,1.0,0.0,0.0,22.9646,19.47,0.0,82.17,146.45,9.622,9.6127,MEDIUM
p121,4.40001131,-74.79836045,cacao_ccn51,2017-06-01,2017-06-15,2017-06_Q1,6,1,24.75,0.69,35.86,8.0,53.31,-0.567,0.347,0.025,0.626,134.13,102.81,92.85,1.0,0.0,0.0,24.1003,19.1831,0.0,87.8,146.45,0.0,9.6026,MEDIUM
p121,4.40001131,-74.79836045,cacao_ccn51,2017-06-16,2017-06-30,2017-06_Q2,6,2,24.11,0.73,70.47,10.0,53.31,0.732,0.009,0.161,0.686,134.13,74.9,97.11,1.0,0.0,13.0917,35.2398,21.0351,14.24,130.65,162.91,0.0,9.6229,HIGH
