depth,Field_Capacity_CC_%,Wilting_Point_PMP_%,Available_Water_Capacity_AWC_%,AWC_layer_mm
0-5cm,37.4,22.63,14.77,7.38
5-15cm,36.21,21.73,14.48,14.48
15-30cm,35.57,21.95,13.62,20.43
30-60cm,37.65,24.46,13.19,39.57
60-100cm,37.47,24.21,13.26,53.05
