property,0-5cm,5-15cm,15-30cm,30-60cm,60-100cm
phh2o,58.0,58.0,58.0,58.0,59.0
soc,394.6,316.2,196.8,182.4,94.8
clay,330.0,334.0,370.0,397.0,391.0
sand,412.0,410.0,377.0,364.0,364.0
silt,258.0,256.0,253.0,239.0,245.0
bdod,127.8,131.2,133.8,138.2,141.2
cec,191.0,155.0,149.0,144.0,137.0
