depth,Field_Capacity_CC_%,Wilting_Point_PMP_%,Available_Water_Capacity_AWC_%,AWC_layer_mm
0-5cm,40.02,23.6,16.42,8.21
5-15cm,39.22,23.45,15.76,15.76
15-30cm,35.29,21.48,13.81,20.71
30-60cm,34.72,21.55,13.16,39.49
60-100cm,35.89,22.83,13.05,52.22
