depth,Field_Capacity_CC_%,Wilting_Point_PMP_%,Available_Water_Capacity_AWC_%,AWC_layer_mm
0-5cm,39.09,23.63,15.46,7.73
5-15cm,36.63,22.37,14.26,14.26
15-30cm,36.92,23.44,13.48,20.22
30-60cm,38.42,25.23,13.19,39.58
60-100cm,38.57,25.37,13.19,52.78
