depth,Field_Capacity_CC_%,Wilting_Point_PMP_%,Available_Water_Capacity_AWC_%,AWC_layer_mm
0-5cm,37.6,22.99,14.62,7.31
5-15cm,37.22,23.05,14.17,14.17
15-30cm,37.7,24.14,13.56,20.33
30-60cm,37.95,24.62,13.33,39.99
60-100cm,37.75,24.37,13.38,53.54
