depth,Field_Capacity_CC_%,Wilting_Point_PMP_%,Available_Water_Capacity_AWC_%,AWC_layer_mm
0-5cm,39.27,24.41,14.87,7.43
5-15cm,38.73,24.19,14.54,14.54
15-30cm,40.13,26.94,13.2,19.8
30-60cm,41.83,29.11,12.73,38.18
60-100cm,42.25,29.58,12.67,50.7
