property,0-5cm,5-15cm,15-30cm,30-60cm,60-100cm
phh2o,59.0,58.0,58.0,59.0,59.0
soc,385.56250000000006,270.8125,169.125,88.6875,70.375
clay,337.0,348.0,355.0,415.0,413.0
sand,372.0,363.0,366.0,327.0,318.0
silt,291.0,289.0,279.0,258.0,269.0
bdod,123.9375,124.9375,127.0,129.0625,131.0625
cec,174.0,182.0,175.0,176.0,168.0
