depth,Field_Capacity_CC_%,Wilting_Point_PMP_%,Available_Water_Capacity_AWC_%,AWC_layer_mm
0-5cm,36.16,21.39,14.77,7.38
5-15cm,35.05,21.17,13.88,13.88
15-30cm,34.75,21.07,13.68,20.52
30-60cm,33.55,19.86,13.68,41.05
60-100cm,34.07,20.4,13.67,54.69
