depth,Field_Capacity_CC_%,Wilting_Point_PMP_%,Available_Water_Capacity_AWC_%,AWC_layer_mm
0-5cm,42.63,24.72,17.91,8.95
5-15cm,41.35,24.56,16.79,16.79
15-30cm,37.97,22.74,15.23,22.85
30-60cm,36.22,21.99,14.23,42.69
60-100cm,35.38,21.41,13.98,55.91
