depth,Field_Capacity_CC_%,Wilting_Point_PMP_%,Available_Water_Capacity_AWC_%,AWC_layer_mm
0-5cm,37.98,23.91,14.07,7.04
5-15cm,37.75,23.65,14.11,14.11
15-30cm,35.59,21.38,14.2,21.31
30-60cm,36.67,22.39,14.27,42.82
60-100cm,37.09,23.01,14.08,56.33
