depth,Field_Capacity_CC_%,Wilting_Point_PMP_%,Available_Water_Capacity_AWC_%,AWC_layer_mm
0-5cm,37.97,23.29,14.68,7.34
5-15cm,37.58,23.36,14.21,14.21
15-30cm,36.8,23.03,13.77,20.66
30-60cm,38.51,25.16,13.35,40.04
60-100cm,38.64,25.31,13.33,53.32
