depth,Field_Capacity_CC_%,Wilting_Point_PMP_%,Available_Water_Capacity_AWC_%,AWC_layer_mm
0-5cm,36.8,21.27,15.53,7.77
5-15cm,34.21,19.86,14.35,14.35
15-30cm,32.02,18.49,13.53,20.3
30-60cm,33.19,20.28,12.9,38.71
60-100cm,33.39,20.57,12.81,51.26
