depth,Field_Capacity_CC_%,Wilting_Point_PMP_%,Available_Water_Capacity_AWC_%,AWC_layer_mm
0-5cm,40.26,25.39,14.87,7.44
5-15cm,39.92,25.32,14.6,14.6
15-30cm,38.35,24.74,13.6,20.41
30-60cm,38.32,25.15,13.17,39.51
60-100cm,38.89,25.85,13.04,52.17
