property,0-5cm,5-15cm,15-30cm,30-60cm,60-100cm
phh2o,51,51,52,52,52
soc,405,314,230,193,164
clay,343,363,388,384,388
sand,276,258,244,255,248
silt,381,379,367,361,364
bdod,117,117,119,122,123
cec,194,182,159,161,156
