depth,Field_Capacity_CC_%,Wilting_Point_PMP_%,Available_Water_Capacity_AWC_%,AWC_layer_mm
0-5cm,38.81,23.94,14.86,7.43
5-15cm,37.0,22.48,14.52,14.52
15-30cm,37.51,23.93,13.58,20.37
30-60cm,38.5,25.21,13.29,39.86
60-100cm,39.4,26.3,13.1,52.4
