depth,Field_Capacity_CC_%,Wilting_Point_PMP_%,Available_Water_Capacity_AWC_%,AWC_layer_mm
0-5cm,41.72,27.56,14.16,7.08
5-15cm,40.39,26.73,13.66,13.66
15-30cm,37.76,24.55,13.21,19.82
30-60cm,37.84,25.04,12.8,38.41
60-100cm,37.42,24.73,12.7,50.79
