depth,Field_Capacity_CC_%,Wilting_Point_PMP_%,Available_Water_Capacity_AWC_%,AWC_layer_mm
0-5cm,40.46,23.5,16.97,8.48
5-15cm,39.37,23.04,16.32,16.32
15-30cm,37.77,23.63,14.14,21.21
30-60cm,40.84,28.18,12.67,38.0
60-100cm,40.91,28.09,12.82,51.3
