depth,Field_Capacity_CC_%,Wilting_Point_PMP_%,Available_Water_Capacity_AWC_%,AWC_layer_mm
0-5cm,39.43,25.75,13.68,6.84
5-15cm,38.66,24.69,13.96,13.96
15-30cm,37.57,24.07,13.5,20.25
30-60cm,37.84,24.56,13.28,39.85
60-100cm,38.05,24.81,13.24,52.96
