depth,Field_Capacity_CC_%,Wilting_Point_PMP_%,Available_Water_Capacity_AWC_%,AWC_layer_mm
0-5cm,35.76,21.0,14.75,7.38
5-15cm,32.91,19.46,13.45,13.45
15-30cm,34.23,21.29,12.94,19.41
30-60cm,31.29,18.84,12.44,37.33
60-100cm,31.33,18.78,12.55,50.21
