depth,Field_Capacity_CC_%,Wilting_Point_PMP_%,Available_Water_Capacity_AWC_%,AWC_layer_mm
0-5cm,35.84,20.72,15.12,7.56
5-15cm,34.75,20.33,14.42,14.42
15-30cm,35.78,21.85,13.93,20.9
30-60cm,35.86,22.34,13.52,40.55
60-100cm,36.65,23.21,13.44,53.78
