depth,Field_Capacity_CC_%,Wilting_Point_PMP_%,Available_Water_Capacity_AWC_%,AWC_layer_mm
0-5cm,41.0,27.54,13.46,6.73
5-15cm,40.28,27.22,13.06,13.06
15-30cm,41.17,29.35,11.82,17.73
30-60cm,42.87,31.76,11.11,33.34
60-100cm,42.97,31.53,11.43,45.74
