depth,Field_Capacity_CC_%,Wilting_Point_PMP_%,Available_Water_Capacity_AWC_%,AWC_layer_mm
0-5cm,37.35,22.81,14.53,7.27
5-15cm,36.53,22.43,14.1,14.1
15-30cm,36.83,23.19,13.64,20.46
30-60cm,37.76,24.44,13.33,39.98
60-100cm,38.32,25.05,13.28,53.11
