depth,Field_Capacity_CC_%,Wilting_Point_PMP_%,Available_Water_Capacity_AWC_%,AWC_layer_mm
0-5cm,34.26,19.94,14.32,7.16
5-15cm,31.88,18.21,13.66,13.66
15-30cm,32.37,19.18,13.19,19.78
30-60cm,34.52,21.57,12.95,38.85
60-100cm,35.03,22.06,12.97,51.89
