property,0-5cm,5-15cm,15-30cm,30-60cm,60-100cm
phh2o,56.0,56.0,56.0,56.0,56.0
soc,404.31958762886603,266.2474226804124,153.82474226804126,116.93814432989691,55.05154639175258
clay,304.0,299.0,322.0,367.0,367.0
sand,431.0,440.0,417.0,388.0,384.0
silt,265.0,261.0,260.0,244.0,249.0
bdod,134.0,136.0,138.82474226804126,141.17525773195877,142.17525773195877
cec,135.0,119.0,114.0,108.0,108.0
