crop,period_start,period_end,label,AWC_mm,spei_1m,spei_3m,spei_6m,spei_12m,P_acum_mm,Storage_mm,WRSI_1m,deficit_1m,future_deficit_1m,future_deficit_1m_mm,future_deficit_3m,future_deficit_3m_mm,future_deficit_6m,future_deficit_6m_mm,past_deficit_3m,past_deficit_6m,suggestion
cacao_ccn51,2016-12-16,2016-12-31,2016-12_Q2,132.72,1.304,0.54,0.073,-0.937,235.76,132.72,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1867,8.784,LOW
cacao_ccn51,2017-01-01,2017-01-15,2017-01_Q1,132.72,0.726,0.364,0.076,-0.944,244.67,132.72,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.8712,LOW
cacao_ccn51,2017-01-16,2017-01-31,2017-01_Q2,132.72,0.828,1.147,0.243,-0.511,162.81,132.72,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.9908,LOW
cacao_ccn51,2017-02-01,2017-02-15,2017-02_Q1,132.72,-0.182,0.091,0.203,-0.466,87.29,99.88,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.1063,LOW
cacao_ccn51,2017-02-16,2017-02-28,2017-02_Q2,132.72,-0.065,0.548,0.204,-0.552,100.16,127.85,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.9724,LOW
cacao_ccn51,2017-03-01,2017-03-15,2017-03_Q1,132.72,0.747,0.733,0.3,-0.379,246.51,132.72,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7648,LOW
cacao_ccn51,2017-03-16,2017-03-31,2017-03_Q2,132.72,1.409,0.907,0.781,0.049,403.35,132.72,1.0,0.0,0.0,0.0,0.0,0.0,3.774,30.28,0.0,2.775,LOW
cacao_ccn51,2017-04-01,2017-04-15,2017-04_Q1,132.72,0.941,0.814,0.549,-0.011,344.34,132.72,1.0,0.0,0.0,0.0,0.0,0.0,3.7415,30.28,0.0,0.0,LOW
cacao_ccn51,2017-04-16,2017-04-30,2017-04_Q2,132.72,-0.18,0.769,0.814,0.033,248.74,132.72,1.0,0.0,0.0,0.0,0.0,0.0,3.711,30.28,0.0,0.0,LOW
cacao_ccn51,2017-05-01,2017-05-15,2017-05_Q1,132.72,1.456,1.285,1.144,0.445,381.19,132.72,1.0,0.0,0.0,0.0,0.0,0.0,3.7385,30.28,0.0,0.0,LOW
