depth,Field_Capacity_CC_%,Wilting_Point_PMP_%,Available_Water_Capacity_AWC_%,AWC_layer_mm
0-5cm,39.45,22.88,16.56,8.28
5-15cm,38.2,22.37,15.83,15.83
15-30cm,37.51,22.64,14.86,22.29
30-60cm,39.1,25.18,13.91,41.73
60-100cm,39.1,25.47,13.63,54.52
