depth,Field_Capacity_CC_%,Wilting_Point_PMP_%,Available_Water_Capacity_AWC_%,AWC_layer_mm
0-5cm,37.47,23.18,14.3,7.15
5-15cm,36.88,23.1,13.78,13.78
15-30cm,37.15,23.81,13.35,20.02
30-60cm,38.05,24.94,13.12,39.36
60-100cm,39.09,26.13,12.96,51.85
