depth,Field_Capacity_CC_%,Wilting_Point_PMP_%,Available_Water_Capacity_AWC_%,AWC_layer_mm
0-5cm,38.19,24.42,13.77,6.88
5-15cm,38.36,24.79,13.57,13.57
15-30cm,38.12,24.78,13.34,20.01
30-60cm,37.04,23.68,13.36,40.08
60-100cm,37.35,23.91,13.44,53.74
