depth,Field_Capacity_CC_%,Wilting_Point_PMP_%,Available_Water_Capacity_AWC_%,AWC_layer_mm
0-5cm,40.12,26.54,13.58,6.79
5-15cm,38.87,25.32,13.55,13.55
15-30cm,39.7,26.76,12.94,19.41
30-60cm,40.47,27.59,12.89,38.66
60-100cm,40.21,27.17,13.03,52.13
