depth,Field_Capacity_CC_%,Wilting_Point_PMP_%,Available_Water_Capacity_AWC_%,AWC_layer_mm
0-5cm,42.61,22.9,19.71,9.85
5-15cm,42.61,23.19,19.42,19.42
15-30cm,37.14,20.4,16.73,25.1
30-60cm,33.47,18.69,14.78,44.34
60-100cm,32.24,18.09,14.14,56.57
