depth,Field_Capacity_CC_%,Wilting_Point_PMP_%,Available_Water_Capacity_AWC_%,AWC_layer_mm
0-5cm,37.8,23.67,14.13,7.07
5-15cm,36.54,22.94,13.6,13.6
15-30cm,37.63,24.42,13.21,19.82
30-60cm,36.97,23.76,13.21,39.63
60-100cm,37.45,24.25,13.2,52.79
