depth,Field_Capacity_CC_%,Wilting_Point_PMP_%,Available_Water_Capacity_AWC_%,AWC_layer_mm
0-5cm,38.86,25.1,13.76,6.88
5-15cm,38.02,24.35,13.67,13.67
15-30cm,38.19,24.72,13.47,20.2
30-60cm,37.98,24.39,13.59,40.78
60-100cm,38.2,24.67,13.53,54.13
