depth,Field_Capacity_CC_%,Wilting_Point_PMP_%,Available_Water_Capacity_AWC_%,AWC_layer_mm
0-5cm,42.65,24.73,17.92,8.96
5-15cm,42.66,24.86,17.8,17.8
15-30cm,42.65,24.66,17.99,26.99
30-60cm,42.64,24.57,18.07,54.21
60-100cm,42.62,24.58,18.04,72.15
