depth,Field_Capacity_CC_%,Wilting_Point_PMP_%,Available_Water_Capacity_AWC_%,AWC_layer_mm
0-5cm,35.64,21.59,14.06,7.03
5-15cm,33.41,20.21,13.2,13.2
15-30cm,33.22,20.51,12.71,19.07
30-60cm,35.29,22.7,12.59,37.78
60-100cm,34.78,22.29,12.49,49.96
