depth,Field_Capacity_CC_%,Wilting_Point_PMP_%,Available_Water_Capacity_AWC_%,AWC_layer_mm
0-5cm,36.72,22.38,14.34,7.17
5-15cm,35.91,22.24,13.67,13.67
15-30cm,32.76,19.5,13.26,19.9
30-60cm,32.32,19.07,13.25,39.75
60-100cm,32.73,19.55,13.18,52.72
