depth,Field_Capacity_CC_%,Wilting_Point_PMP_%,Available_Water_Capacity_AWC_%,AWC_layer_mm
0-5cm,39.76,23.62,16.14,8.07
5-15cm,38.99,23.49,15.49,15.49
15-30cm,37.91,23.1,14.81,22.22
30-60cm,38.6,24.94,13.66,40.98
60-100cm,39.78,26.47,13.3,53.22
