depth,Field_Capacity_CC_%,Wilting_Point_PMP_%,Available_Water_Capacity_AWC_%,AWC_layer_mm
0-5cm,42.09,25.14,16.95,8.47
5-15cm,40.62,24.38,16.24,16.24
15-30cm,39.07,23.84,15.24,22.86
30-60cm,38.45,24.11,14.34,43.02
60-100cm,38.08,23.92,14.17,56.66
