depth,Field_Capacity_CC_%,Wilting_Point_PMP_%,Available_Water_Capacity_AWC_%,AWC_layer_mm
0-5cm,40.83,24.53,16.3,8.15
5-15cm,40.19,24.6,15.59,15.59
15-30cm,38.95,24.33,14.62,21.93
30-60cm,39.16,25.46,13.7,41.1
60-100cm,38.73,25.07,13.65,54.61
