depth,Field_Capacity_CC_%,Wilting_Point_PMP_%,Available_Water_Capacity_AWC_%,AWC_layer_mm
0-5cm,36.53,22.35,14.18,7.09
5-15cm,35.65,21.8,13.85,13.85
15-30cm,36.23,22.69,13.53,20.3
30-60cm,37.56,24.46,13.1,39.3
60-100cm,37.58,24.55,13.03,52.12
