depth,Field_Capacity_CC_%,Wilting_Point_PMP_%,Available_Water_Capacity_AWC_%,AWC_layer_mm
0-5cm,39.21,24.14,15.07,7.53
5-15cm,38.67,24.16,14.51,14.51
15-30cm,38.34,24.85,13.49,20.24
30-60cm,39.97,26.87,13.1,39.29
60-100cm,39.99,26.83,13.16,52.62
