depth,Field_Capacity_CC_%,Wilting_Point_PMP_%,Available_Water_Capacity_AWC_%,AWC_layer_mm
0-5cm,40.23,25.23,14.99,7.5
5-15cm,39.4,24.85,14.54,14.54
15-30cm,39.42,25.93,13.48,20.22
30-60cm,40.28,27.38,12.9,38.69
60-100cm,40.61,27.9,12.72,50.86
