depth,Field_Capacity_CC_%,Wilting_Point_PMP_%,Available_Water_Capacity_AWC_%,AWC_layer_mm
0-5cm,38.02,23.3,14.72,7.36
5-15cm,37.26,22.99,14.27,14.27
15-30cm,36.94,23.19,13.75,20.63
30-60cm,38.13,24.66,13.47,40.4
60-100cm,38.37,24.91,13.45,53.81
