depth,Field_Capacity_CC_%,Wilting_Point_PMP_%,Available_Water_Capacity_AWC_%,AWC_layer_mm
0-5cm,38.65,23.49,15.16,7.58
5-15cm,37.93,22.99,14.94,14.94
15-30cm,39.13,25.46,13.67,20.51
30-60cm,41.14,28.16,12.98,38.95
60-100cm,41.44,28.55,12.89,51.56
