depth,Field_Capacity_CC_%,Wilting_Point_PMP_%,Available_Water_Capacity_AWC_%,AWC_layer_mm
0-5cm,36.22,22.62,13.6,6.8
5-15cm,34.03,21.14,12.89,12.89
15-30cm,34.86,22.39,12.47,18.7
30-60cm,32.86,20.86,12.0,36.0
60-100cm,32.79,20.92,11.87,47.48
