depth,Field_Capacity_CC_%,Wilting_Point_PMP_%,Available_Water_Capacity_AWC_%,AWC_layer_mm
0-5cm,39.74,26.55,13.19,6.59
5-15cm,40.17,27.39,12.79,12.79
15-30cm,39.63,26.52,13.1,19.66
30-60cm,39.1,25.83,13.27,39.8
60-100cm,39.28,26.0,13.29,53.14
