depth,Field_Capacity_CC_%,Wilting_Point_PMP_%,Available_Water_Capacity_AWC_%,AWC_layer_mm
0-5cm,38.59,24.27,14.32,7.16
5-15cm,37.81,23.96,13.85,13.85
15-30cm,39.94,27.05,12.89,19.34
30-60cm,40.0,27.07,12.93,38.8
60-100cm,39.88,26.84,13.04,52.16
