depth,Field_Capacity_CC_%,Wilting_Point_PMP_%,Available_Water_Capacity_AWC_%,AWC_layer_mm
0-5cm,42.6,24.31,18.28,9.14
5-15cm,40.7,23.56,17.14,17.14
15-30cm,38.3,22.45,15.84,23.76
30-60cm,37.19,23.48,13.71,41.13
60-100cm,36.96,23.62,13.34,53.35
