depth,Field_Capacity_CC_%,Wilting_Point_PMP_%,Available_Water_Capacity_AWC_%,AWC_layer_mm
0-5cm,37.16,22.47,14.69,7.34
5-15cm,37.11,22.61,14.51,14.51
15-30cm,37.41,23.16,14.25,21.38
30-60cm,39.64,26.73,12.91,38.73
60-100cm,39.44,26.52,12.92,51.68
