property,0-5cm,5-15cm,15-30cm,30-60cm,60-100cm
phh2o,59.975,59.975,59.975,59.650000000000006,60.0
soc,363.17283950617286,298.64197530864203,196.3950617283951,153.46913580246914,111.60493827160495
clay,326.125,330.025,347.075,372.17499999999995,378.8
sand,345.45,339.2,332.72499999999997,321.275,312.5
silt,328.47499999999997,330.275,320.57500000000005,306.55,308.7
bdod,129.8148148148148,135.2098765432099,138.60493827160496,145.20987654320987,143.2098765432099
cec,204.12500000000003,192.675,184.35,182.47500000000002,181.625
