property,0-5cm,5-15cm,15-30cm,30-60cm,60-100cm
phh2o,55.0,55.0,55.0,55.56250000000001,56.0
soc,509.0,288.0,184.0,101.0,83.0
clay,292.75,289.12500000000006,329.87500000000006,400.0,421.125
sand,439.25000000000006,430.125,408.6875,373.5625,350.0
silt,268.4375,280.75000000000006,261.875,225.87500000000003,228.87500000000003
bdod,131.0,134.0,134.0,137.0,138.0
cec,256.81250000000006,259.125,248.31250000000003,237.50000000000003,233.375
