depth,Field_Capacity_CC_%,Wilting_Point_PMP_%,Available_Water_Capacity_AWC_%,AWC_layer_mm
0-5cm,39.48,23.83,15.65,7.82
5-15cm,39.31,24.03,15.27,15.27
15-30cm,39.55,25.3,14.25,21.38
30-60cm,38.93,25.31,13.62,40.86
60-100cm,38.61,25.0,13.6,54.42
