depth,Field_Capacity_CC_%,Wilting_Point_PMP_%,Available_Water_Capacity_AWC_%,AWC_layer_mm
0-5cm,42.26,26.68,15.58,7.79
5-15cm,41.25,26.01,15.24,15.24
15-30cm,39.64,24.92,14.72,22.08
30-60cm,38.83,25.63,13.2,39.61
60-100cm,38.33,25.3,13.03,52.11
