depth,Field_Capacity_CC_%,Wilting_Point_PMP_%,Available_Water_Capacity_AWC_%,AWC_layer_mm
0-5cm,34.02,19.92,14.1,7.05
5-15cm,33.32,19.53,13.79,13.79
15-30cm,33.11,19.68,13.44,20.16
30-60cm,35.46,22.12,13.34,40.01
60-100cm,35.72,22.25,13.47,53.86
