depth,Field_Capacity_CC_%,Wilting_Point_PMP_%,Available_Water_Capacity_AWC_%,AWC_layer_mm
0-5cm,34.43,19.56,14.87,7.43
5-15cm,33.32,18.91,14.41,14.41
15-30cm,32.4,18.25,14.14,21.22
30-60cm,33.81,20.4,13.41,40.24
60-100cm,36.03,22.58,13.45,53.79
