depth,Field_Capacity_CC_%,Wilting_Point_PMP_%,Available_Water_Capacity_AWC_%,AWC_layer_mm
0-5cm,35.32,19.49,15.83,7.92
5-15cm,34.48,19.25,15.23,15.23
15-30cm,35.71,21.08,14.62,21.94
30-60cm,36.27,21.95,14.32,42.96
60-100cm,36.09,21.78,14.32,57.27
