depth,Field_Capacity_CC_%,Wilting_Point_PMP_%,Available_Water_Capacity_AWC_%,AWC_layer_mm
0-5cm,38.41,23.94,14.47,7.24
5-15cm,37.61,23.45,14.16,14.16
15-30cm,37.93,24.44,13.5,20.24
30-60cm,39.4,26.31,13.09,39.27
60-100cm,39.02,25.73,13.29,53.17
