depth,Field_Capacity_CC_%,Wilting_Point_PMP_%,Available_Water_Capacity_AWC_%,AWC_layer_mm
0-5cm,40.86,24.99,15.88,7.94
5-15cm,38.64,23.05,15.59,15.59
15-30cm,37.94,22.85,15.09,22.64
30-60cm,37.91,23.76,14.15,42.46
60-100cm,37.95,24.37,13.58,54.3
