property,0-5cm,5-15cm,15-30cm,30-60cm,60-100cm
phh2o,58.0,58.0,58.19753086419753,59.0,58.19753086419753
soc,325.9259259259259,236.48148148148147,188.83950617283952,144.7283950617284,83.74074074074075
clay,337.1975308641975,338.3950617283951,348.8024691358024,397.4074074074074,424.40740740740745
sand,308.1975308641975,310.0,306.1975308641976,289.0,275.0
silt,354.8024691358024,351.60493827160496,345.1975308641976,313.5925925925926,300.5925925925926
bdod,132.59259259259258,135.0,137.80246913580245,140.0,140.80246913580245
cec,193.60493827160494,190.01234567901236,181.6172839506173,176.60493827160494,174.80246913580245
