depth,Field_Capacity_CC_%,Wilting_Point_PMP_%,Available_Water_Capacity_AWC_%,AWC_layer_mm
0-5cm,38.21,23.11,15.1,7.55
5-15cm,36.75,22.47,14.28,14.28
15-30cm,37.04,23.2,13.85,20.77
30-60cm,37.7,24.0,13.7,41.09
60-100cm,37.03,23.26,13.76,55.06
