depth,Field_Capacity_CC_%,Wilting_Point_PMP_%,Available_Water_Capacity_AWC_%,AWC_layer_mm
0-5cm,39.26,24.62,14.64,7.32
5-15cm,38.89,24.44,14.44,14.44
15-30cm,39.58,26.49,13.09,19.63
30-60cm,40.53,27.8,12.73,38.2
60-100cm,40.98,28.12,12.86,51.43
