depth,Field_Capacity_CC_%,Wilting_Point_PMP_%,Available_Water_Capacity_AWC_%,AWC_layer_mm
0-5cm,35.47,21.92,13.55,6.77
5-15cm,34.31,21.09,13.21,13.21
15-30cm,34.07,21.66,12.42,18.63
30-60cm,33.85,21.43,12.42,37.25
60-100cm,33.9,21.56,12.34,49.36
