depth,Field_Capacity_CC_%,Wilting_Point_PMP_%,Available_Water_Capacity_AWC_%,AWC_layer_mm
0-5cm,37.18,23.05,14.14,7.07
5-15cm,37.0,23.06,13.94,13.94
15-30cm,35.15,21.41,13.75,20.62
30-60cm,36.68,23.06,13.62,40.87
60-100cm,36.86,23.43,13.44,53.75
