depth,Field_Capacity_CC_%,Wilting_Point_PMP_%,Available_Water_Capacity_AWC_%,AWC_layer_mm
0-5cm,35.13,20.23,14.9,7.45
5-15cm,35.42,21.42,14.0,14.0
15-30cm,36.25,22.85,13.4,20.1
30-60cm,35.19,21.75,13.44,40.31
60-100cm,35.2,21.83,13.37,53.47
